Date,Open,High,Low,Close,Adj Close,Volume
2015-07-07,155.139999,155.630005,153.160004,155.429993,136.281738,2865300
2015-07-08,154.080002,154.500000,152.699997,152.710007,133.896820,2613300
2015-07-09,154.589996,155.500000,153.750000,153.750000,134.808746,2069200
2015-07-10,154.740005,155.860001,154.500000,154.949997,135.860855,2061300
2015-07-13,156.419998,156.770004,155.649994,156.470001,137.193634,2107200
2015-07-14,156.490005,157.080002,156.279999,156.779999,137.465439,1811400
2015-07-15,156.570007,157.000000,155.899994,156.000000,136.781525,1786100
2015-07-16,157.580002,157.940002,156.690002,157.169998,137.807358,2023900
2015-07-17,156.500000,157.369995,156.429993,156.690002,137.386536,2429000
2015-07-20,156.770004,157.649994,156.270004,157.119995,137.763535,2349000
2015-07-21,156.750000,157.179993,155.339996,155.759995,136.571075,2743900
2015-07-22,155.589996,156.309998,154.440002,155.410004,136.264221,3067700
2015-07-23,151.919998,153.690002,149.020004,149.500000,131.082321,5176400
2015-07-24,148.860001,150.800003,148.699997,149.330002,130.933258,3433600
2015-07-27,148.639999,149.000000,147.699997,148.710007,130.389648,3117600
2015-07-28,148.850006,151.720001,148.320007,151.110001,132.493927,3277700
2015-07-29,151.440002,151.690002,150.710007,151.449997,132.792114,2176900
2015-07-30,151.000000,151.729996,150.330002,151.570007,132.897293,2119100
2015-07-31,152.529999,152.809998,151.029999,151.339996,132.695602,1619600
2015-08-03,150.789993,151.779999,148.940002,150.119995,131.625931,2355100
2015-08-04,150.929993,151.539993,150.110001,150.399994,131.871445,1811900
2015-08-05,151.850006,153.240005,150.919998,151.009995,132.406281,1765600
2015-08-06,150.889999,151.220001,148.899994,149.259995,130.871841,1764800
2015-08-07,148.479996,150.000000,148.160004,148.889999,130.547455,1668700
2015-08-10,150.000000,151.399994,149.889999,151.240005,132.607941,1571800
2015-08-11,150.000000,150.000000,148.259995,148.479996,130.187943,1810800
2015-08-12,147.240005,148.710007,146.070007,148.520004,130.223068,2036700
2015-08-13,148.000000,148.559998,147.080002,147.399994,129.240997,1793100
2015-08-14,147.660004,148.509995,147.320007,148.279999,130.012604,1401900
2015-08-17,147.429993,149.309998,146.360001,149.240005,130.854309,1648900
2015-08-18,148.630005,148.919998,147.880005,148.309998,130.038925,1705500
2015-08-19,146.199997,147.550003,145.279999,145.869995,128.789612,2525700
2015-08-20,144.509995,144.869995,143.339996,143.350006,126.564636,3281700
2015-08-21,143.520004,145.320007,141.919998,142.089996,125.452171,5442000
2015-08-24,137.119995,142.089996,134.000000,138.580002,122.353210,7359500
2015-08-25,141.860001,142.059998,137.389999,137.639999,121.523270,5435900
2015-08-26,140.000000,142.789993,138.529999,142.720001,126.008438,4562200
2015-08-27,143.750000,144.949997,141.330002,143.899994,127.050255,4104600
2015-08-28,143.020004,144.320007,142.800003,144.210007,127.323975,2664100
2015-08-31,143.000000,143.830002,142.020004,142.139999,125.496330,2514900
2015-09-01,139.479996,140.490005,137.940002,138.500000,122.282562,3671400
2015-09-02,140.539993,141.240005,139.240005,141.240005,124.701706,3312700
2015-09-03,141.940002,142.899994,141.309998,141.740005,125.143211,2606200
2015-09-04,139.940002,140.669998,139.160004,139.839996,123.465660,3195800
2015-09-08,142.050003,143.550003,141.520004,143.429993,126.635284,2432900
2015-09-09,144.860001,145.350006,140.570007,140.860001,124.366241,2642800
2015-09-10,141.000000,141.910004,140.149994,140.779999,124.295555,2031200
2015-09-11,140.610001,141.330002,139.770004,141.259995,124.719360,2505200
2015-09-14,141.520004,141.580002,140.029999,140.809998,124.322113,2277200
2015-09-15,141.559998,143.839996,141.039993,143.600006,126.785385,2690800
2015-09-16,143.509995,144.460007,143.210007,144.199997,127.315155,2060300
2015-09-17,143.809998,145.550003,142.520004,142.949997,126.211479,2855100
2015-09-18,141.169998,141.300003,139.210007,139.619995,123.271408,6526000
2015-09-21,140.500000,141.080002,139.350006,140.039993,123.642235,2492600
2015-09-22,138.270004,138.509995,137.250000,138.020004,121.858780,2775300
2015-09-23,138.529999,138.899994,136.860001,137.660004,121.540962,2684500
2015-09-24,136.630005,138.029999,135.389999,137.580002,121.470291,2690300
2015-09-25,139.619995,140.119995,138.570007,139.559998,123.218452,3767200
2015-09-28,138.300003,139.699997,138.300003,138.380005,122.176605,3468900
2015-09-29,138.619995,142.160004,138.429993,141.550003,124.975426,4946000
2015-09-30,142.520004,143.229996,140.500000,141.770004,125.169655,3619300
2015-10-01,142.210007,142.500000,139.580002,140.800003,124.313263,2486300
2015-10-02,139.080002,143.300003,138.570007,143.199997,126.432251,3064400
2015-10-05,144.300003,146.600006,143.630005,146.320007,129.186905,2987200
2015-10-06,145.990005,146.639999,145.399994,145.789993,128.718948,2256800
2015-10-07,146.740005,148.539993,146.130005,147.539993,130.264053,1954000
2015-10-08,146.649994,149.559998,146.589996,149.479996,131.976898,2008800
2015-10-09,149.559998,150.649994,149.300003,149.899994,132.347717,2294000
2015-10-12,150.259995,150.559998,149.539993,150.059998,132.488953,1429300
2015-10-13,148.910004,150.000000,148.729996,149.110001,131.650223,2027600
2015-10-14,149.000000,149.660004,148.179993,148.320007,130.952698,2260300
2015-10-15,149.639999,149.880005,148.020004,149.190002,131.720886,2588500
2015-10-16,149.770004,149.779999,147.479996,148.699997,131.288193,2490300
2015-10-19,147.970001,148.419998,147.229996,148.000000,130.670197,2004200
2015-10-20,147.449997,149.669998,147.130005,149.110001,131.650223,2409300
2015-10-21,149.500000,151.389999,148.899994,149.820007,132.277039,3009900
2015-10-22,151.339996,157.039993,150.649994,156.000000,137.733429,5111900
2015-10-23,156.539993,157.190002,154.500000,155.789993,137.548035,2997400
2015-10-26,156.059998,156.759995,155.639999,156.539993,138.210205,2136100
2015-10-27,156.000000,157.000000,155.080002,156.729996,138.377945,1970100
2015-10-28,156.490005,158.330002,156.199997,158.080002,139.569870,2724700
2015-10-29,157.750000,157.910004,156.880005,157.610001,139.154938,1484600
2015-10-30,157.800003,158.679993,157.210007,157.210007,138.801773,2672100
2015-11-02,157.509995,160.089996,157.339996,159.919998,141.194427,2701800
2015-11-03,159.479996,159.800003,158.669998,158.750000,140.161453,2972800
2015-11-04,159.000000,159.479996,158.610001,158.910004,140.302673,2254000
2015-11-05,159.380005,159.580002,158.270004,158.990005,140.373306,2023900
2015-11-06,158.020004,159.259995,157.729996,159.259995,140.611710,1860000
2015-11-09,158.669998,158.669998,156.750000,157.470001,139.031296,2421000
2015-11-10,157.229996,157.639999,156.429993,157.589996,139.137268,1962900
2015-11-11,157.860001,159.490005,157.539993,159.050003,140.426285,2518900
2015-11-12,157.779999,158.289993,156.160004,156.300003,137.998291,2305600
2015-11-13,156.000000,156.919998,155.600006,155.649994,137.424438,2434500
2015-11-16,155.610001,158.259995,155.610001,158.210007,139.684662,2395000
2015-11-17,158.360001,158.529999,156.520004,157.029999,138.642838,2393000
2015-11-18,156.179993,157.500000,156.080002,157.389999,139.873703,2226900
2015-11-19,157.630005,158.509995,156.710007,158.380005,140.753510,1518200
2015-11-20,158.679993,159.839996,158.339996,158.949997,141.260071,1891100
2015-11-23,158.899994,159.770004,158.160004,158.649994,140.993454,1430400
2015-11-24,157.369995,158.339996,156.889999,157.750000,140.193604,2100600
2015-11-25,158.059998,158.470001,157.630005,157.630005,140.086990,1184100
2015-11-27,157.509995,158.490005,156.940002,157.990005,140.406906,876100
2015-11-30,158.100006,158.470001,156.570007,156.580002,139.153870,2934200
2015-12-01,156.410004,157.669998,156.169998,156.899994,139.438217,2259000
2015-12-02,156.880005,157.250000,155.509995,155.699997,138.371796,2034700
2015-12-03,156.559998,156.899994,153.710007,154.380005,137.198685,2609500
2015-12-04,154.789993,158.389999,154.570007,158.220001,140.611282,2175800
2015-12-07,157.529999,158.000000,156.809998,157.750000,140.193604,2142800
2015-12-08,156.440002,157.860001,155.679993,156.789993,139.340469,2350400
2015-12-09,156.169998,158.240005,154.940002,156.050003,138.682800,2660800
2015-12-10,155.729996,158.690002,155.589996,157.520004,139.989197,2551200
2015-12-11,155.550003,156.399994,154.419998,154.830002,137.598587,2523200
2015-12-14,155.289993,157.770004,154.339996,157.630005,140.086990,3462200
2015-12-15,151.990005,153.020004,147.080002,148.130005,131.644241,8645900
2015-12-16,148.149994,150.539993,147.740005,149.949997,133.261703,4774100
2015-12-17,150.149994,150.860001,148.830002,148.850006,132.284149,3053900
2015-12-18,148.210007,148.600006,146.759995,146.919998,130.568939,5736400
2015-12-21,147.580002,148.330002,146.690002,147.479996,131.066574,2284400
2015-12-22,148.119995,149.490005,147.279999,148.970001,132.390778,2528700
2015-12-23,149.690002,151.580002,149.520004,151.160004,134.337021,2215300
2015-12-24,150.820007,151.800003,150.580002,151.190002,134.363708,848400
2015-12-28,151.130005,151.770004,150.270004,151.220001,134.390381,1275200
2015-12-29,152.199997,153.259995,152.000000,152.889999,135.874481,1824700
2015-12-30,152.789993,153.699997,151.729996,151.910004,135.003601,1553100
2015-12-31,151.729996,152.119995,150.630005,150.639999,133.874908,1607100
2016-01-04,148.050003,148.320007,145.399994,146.820007,130.480072,3277200
2016-01-05,146.820007,147.500000,145.610001,147.460007,131.048843,2688100
2016-01-06,145.589996,145.759995,143.419998,144.490005,128.409363,2997100
2016-01-07,142.520004,143.130005,140.630005,140.970001,125.281113,3553500
2016-01-08,141.360001,142.500000,140.220001,140.490005,124.854546,2664000
2016-01-11,140.970001,141.429993,139.410004,140.460007,124.827904,2775500
2016-01-12,141.360001,142.149994,139.130005,140.860001,125.183365,2363500
2016-01-13,140.889999,142.190002,138.539993,138.720001,123.281502,2598300
2016-01-14,139.740005,142.440002,138.860001,141.179993,125.467720,3720400
2016-01-15,138.300003,140.100006,137.210007,138.690002,123.254875,4683500
2016-01-19,140.100006,140.800003,137.410004,138.389999,122.988235,3399800
2016-01-20,136.949997,137.750000,134.639999,136.960007,121.717384,4136300
2016-01-21,136.960007,138.669998,136.149994,137.759995,122.428345,3355200
2016-01-22,140.139999,140.429993,138.080002,139.520004,123.992508,2979100
2016-01-25,138.960007,139.369995,137.529999,137.570007,122.259521,2805500
2016-01-26,141.789993,145.020004,140.330002,144.779999,128.667099,5129100
2016-01-27,144.949997,147.970001,144.050003,145.550003,129.351410,3596400
2016-01-28,146.160004,147.839996,145.220001,147.320007,130.924408,3067400
2016-01-29,148.240005,151.000000,148.000000,151.000000,134.194855,3993200
2016-02-01,149.330002,149.789993,148.100006,148.729996,132.177475,2701500
2016-02-02,147.589996,148.279999,146.050003,147.869995,131.413177,3581800
2016-02-03,149.360001,152.850006,148.960007,152.520004,135.545715,5766800
2016-02-04,152.419998,154.380005,151.779999,153.440002,136.363297,3458400
2016-02-05,153.199997,153.880005,151.820007,153.470001,136.389954,3368500
2016-02-08,151.630005,154.429993,151.009995,153.899994,136.772095,2505400
2016-02-09,152.949997,155.759995,152.449997,154.740005,137.518631,2968400
2016-02-10,154.429993,155.490005,152.119995,152.449997,136.462341,2911900
2016-02-11,149.910004,152.000000,149.000000,150.669998,134.869049,3182200
2016-02-12,150.669998,154.070007,150.669998,153.960007,137.813995,2292200
2016-02-16,155.000000,155.899994,154.259995,155.529999,139.219376,2140600
2016-02-17,156.000000,157.130005,155.600006,156.619995,140.195068,2156100
2016-02-18,156.350006,156.970001,155.970001,156.779999,140.338272,2010200
2016-02-19,157.000000,157.089996,155.869995,156.449997,140.042892,2121300
2016-02-22,156.449997,158.479996,156.449997,157.699997,141.161774,2207600
2016-02-23,157.630005,157.690002,155.169998,156.169998,139.792252,1922800
2016-02-24,154.839996,157.619995,153.639999,157.220001,140.732147,1937800
2016-02-25,157.539993,159.000000,157.009995,158.990005,142.316483,1718100
2016-02-26,159.149994,159.500000,158.080002,158.270004,141.672012,1843700
2016-02-29,158.009995,159.119995,156.820007,156.869995,140.418839,1993200
2016-03-01,158.750000,159.699997,157.610001,159.589996,142.853546,2204100
2016-03-02,158.880005,159.880005,158.539993,159.410004,142.692429,1807200
2016-03-03,159.410004,159.690002,158.509995,159.380005,142.665588,1926000
2016-03-04,159.460007,160.289993,158.919998,160.070007,143.283249,1766300
2016-03-07,159.979996,160.570007,158.169998,160.570007,143.730804,2012800
2016-03-08,159.399994,160.610001,159.350006,160.199997,143.399612,2020100
2016-03-09,160.500000,160.779999,159.520004,160.089996,143.301132,1883000
2016-03-10,160.770004,160.800003,158.279999,159.889999,143.122101,1875700
2016-03-11,161.139999,162.050003,160.649994,161.880005,144.903427,1697200
2016-03-14,161.610001,162.770004,161.000000,161.809998,144.840790,1747300
2016-03-15,160.160004,162.500000,159.350006,162.410004,145.377853,1827900
2016-03-16,161.960007,163.300003,161.520004,162.889999,145.807480,1927700
2016-03-17,163.160004,164.360001,162.839996,163.750000,146.577332,2790000
2016-03-18,164.149994,165.330002,163.899994,165.330002,147.991623,5853000
2016-03-21,165.050003,165.309998,164.410004,164.839996,147.552994,2095100
2016-03-22,164.500000,165.500000,164.389999,164.910004,147.615677,2146300
2016-03-23,164.600006,164.990005,163.460007,164.270004,147.042770,2305000
2016-03-24,163.679993,164.539993,163.050003,164.460007,147.212891,1868800
2016-03-28,164.929993,166.649994,164.580002,166.279999,148.842010,2336700
2016-03-29,164.929993,164.990005,163.119995,164.389999,147.150192,2525000
2016-03-30,165.369995,167.220001,165.160004,166.750000,149.262711,2195300
2016-03-31,166.750000,167.500000,166.500000,166.630005,149.155319,1777200
2016-04-01,165.630005,167.740005,164.789993,167.529999,149.960876,2011600
2016-04-04,167.110001,167.490005,165.919998,166.399994,148.949402,2022800
2016-04-05,165.179993,166.550003,164.649994,165.809998,148.421234,1617400
2016-04-06,165.339996,167.080002,164.839996,166.809998,149.316406,2092200
2016-04-07,165.880005,167.229996,165.250000,167.160004,149.629730,2728300
2016-04-08,167.710007,167.990005,166.100006,166.630005,149.155319,1729300
2016-04-11,167.119995,167.960007,166.570007,166.589996,149.119476,1521100
2016-04-12,167.009995,168.399994,166.929993,168.029999,150.408447,1636500
2016-04-13,168.470001,168.899994,167.710007,168.589996,150.909744,1545900
2016-04-14,169.000000,169.000000,167.880005,168.160004,150.524826,1213400
2016-04-15,168.320007,169.000000,168.199997,168.779999,151.079788,1417000
2016-04-18,168.470001,169.869995,168.389999,169.550003,151.769073,1146600
2016-04-19,169.919998,170.770004,169.070007,169.649994,151.858566,1849100
2016-04-20,170.139999,170.449997,168.619995,168.940002,151.223007,1439700
2016-04-21,168.970001,169.699997,168.410004,168.660004,150.972397,1635000
2016-04-22,169.089996,169.759995,167.850006,168.660004,150.972397,1802300
2016-04-25,168.000000,168.509995,166.639999,168.380005,150.721771,2378300
2016-04-26,167.500000,167.789993,164.970001,166.179993,148.752472,3192100
2016-04-27,166.990005,168.380005,166.100006,167.759995,150.166794,2227700
2016-04-28,166.850006,168.770004,166.199997,167.000000,149.486511,1654700
2016-04-29,166.979996,167.779999,166.500000,167.380005,149.826630,1961200
2016-05-02,167.300003,168.500000,166.940002,168.339996,150.685944,1700300
2016-05-03,167.389999,168.070007,166.660004,167.970001,150.354782,1922200
2016-05-04,166.369995,167.699997,166.289993,167.160004,149.629730,2118100
2016-05-05,167.460007,168.330002,167.190002,167.770004,150.175735,1680200
2016-05-06,167.839996,169.050003,167.000000,168.889999,151.178253,1630200
2016-05-09,168.589996,169.050003,167.690002,168.520004,150.847061,1301300
2016-05-10,169.229996,170.389999,169.000000,170.259995,152.404556,1732600
2016-05-11,170.199997,171.270004,169.570007,169.770004,151.965988,1786400
2016-05-12,169.860001,170.630005,168.759995,170.149994,152.306137,1741900
2016-05-13,170.050003,170.380005,167.820007,168.320007,150.668015,1875900
2016-05-16,168.500000,169.899994,168.429993,169.550003,151.769073,1826200
2016-05-17,169.570007,169.940002,167.089996,167.809998,150.211517,2126000
2016-05-18,166.500000,167.929993,165.759995,166.820007,150.319687,1624400
2016-05-19,165.369995,166.059998,163.169998,165.110001,148.778793,1657300
2016-05-20,165.250000,166.470001,164.929993,165.009995,148.688690,1746500
2016-05-23,165.279999,166.559998,164.520004,166.110001,149.679886,1653500
2016-05-24,167.160004,168.789993,166.699997,168.630005,151.950668,1627400
2016-05-25,169.000000,170.360001,168.750000,169.990005,153.176117,1860000
2016-05-26,170.009995,170.770004,168.529999,168.910004,152.202927,1563900
2016-05-27,168.910004,169.029999,168.279999,168.889999,152.184906,1099100
2016-05-31,169.320007,169.750000,167.660004,168.320007,151.671326,2169600
2016-06-01,167.779999,168.929993,167.089996,168.690002,152.004715,1228200
2016-06-02,168.710007,168.710007,167.270004,168.039993,151.418991,1980500
2016-06-03,168.050003,168.660004,167.509995,168.380005,151.725342,1433500
2016-06-06,168.850006,170.589996,168.589996,170.080002,153.257202,1510700
2016-06-07,170.250000,171.490005,170.220001,170.910004,154.005112,1723100
2016-06-08,170.949997,171.929993,170.649994,171.419998,154.464661,1684900
2016-06-09,170.500000,171.470001,169.399994,170.130005,153.302277,2208800
2016-06-10,169.270004,169.300003,167.880005,168.559998,151.887543,2123400
2016-06-13,168.449997,168.639999,167.110001,167.130005,150.598969,2129900
2016-06-14,167.289993,167.809998,166.600006,167.610001,151.031509,2021400
2016-06-15,167.949997,168.860001,167.470001,167.800003,151.202728,1694200
2016-06-16,167.350006,170.389999,166.619995,169.929993,153.122040,2632100
2016-06-17,169.990005,170.000000,168.419998,168.940002,152.229996,3448000
2016-06-20,170.899994,172.800003,170.529999,171.229996,154.293442,2162800
2016-06-21,171.179993,171.970001,171.059998,171.369995,154.419601,1889100
2016-06-22,171.830002,172.600006,170.990005,171.229996,154.293442,1369600
2016-06-23,172.710007,174.149994,172.460007,174.110001,156.888626,2021600
2016-06-24,168.869995,171.539993,168.399994,169.119995,152.392151,4567500
2016-06-27,167.779999,167.830002,165.160004,167.190002,150.653091,2544100
2016-06-28,168.139999,169.669998,167.960007,169.589996,152.815659,2237300
2016-06-29,171.020004,171.850006,170.360001,171.520004,154.554794,1894100
2016-06-30,172.059998,175.139999,172.059998,175.119995,157.798706,2449400
2016-07-01,175.139999,176.080002,174.910004,175.539993,158.177139,1930900
2016-07-05,174.860001,175.779999,173.509995,175.630005,158.258240,2353600
2016-07-06,175.199997,175.470001,174.059998,175.160004,157.834747,2383300
2016-07-07,175.089996,175.639999,174.130005,174.869995,157.573441,1842300
2016-07-08,175.869995,177.789993,175.820007,177.119995,159.600876,2726600
2016-07-11,177.410004,178.470001,177.190002,178.009995,160.402847,1659500
2016-07-12,178.750000,179.630005,178.029999,179.160004,161.439102,1912900
2016-07-13,179.220001,179.669998,178.690002,179.210007,161.484161,1491500
2016-07-14,180.149994,181.320007,179.880005,180.899994,163.006989,1904300
2016-07-15,181.500000,181.839996,180.559998,181.399994,163.457535,2475200
2016-07-18,181.440002,181.699997,180.750000,181.110001,163.196259,1224400
2016-07-19,181.110001,181.649994,180.289993,181.240005,163.313354,1051300
2016-07-20,181.729996,182.270004,181.320007,181.419998,163.475571,1413300
2016-07-21,181.289993,181.559998,179.699997,180.259995,162.430298,1870800
2016-07-22,180.419998,180.529999,179.360001,180.440002,162.592499,1205600
2016-07-25,180.199997,180.419998,178.919998,179.630005,161.862656,1937000
2016-07-26,177.169998,178.990005,176.139999,177.660004,160.087509,3421600
2016-07-27,177.410004,178.940002,177.410004,178.270004,160.637131,2359700
2016-07-28,177.649994,178.369995,177.029999,177.979996,160.375839,1799500
2016-07-29,178.110001,178.820007,177.619995,178.360001,160.718216,1621900
2016-08-01,177.080002,178.539993,177.080002,178.289993,160.655167,1598400
2016-08-02,178.580002,178.619995,177.240005,178.360001,160.718216,2115100
2016-08-03,178.720001,179.130005,177.970001,178.380005,160.736237,1419300
2016-08-04,178.960007,179.419998,177.639999,177.809998,160.222641,1071800
2016-08-05,178.250000,179.009995,177.369995,178.570007,160.907471,1799500
2016-08-08,178.899994,179.020004,178.270004,178.580002,160.916473,1327700
2016-08-09,178.369995,178.899994,177.940002,178.389999,160.745270,1098900
2016-08-10,178.119995,178.850006,177.850006,178.820007,161.132751,1226300
2016-08-11,179.080002,181.100006,178.880005,181.000000,163.097122,2043400
2016-08-12,181.470001,181.470001,179.899994,180.270004,162.439331,1232900
2016-08-15,181.000000,181.389999,180.460007,180.559998,162.700638,1268200
2016-08-16,180.119995,180.330002,179.210007,179.250000,161.520187,1363600
2016-08-17,178.669998,180.089996,178.320007,179.869995,163.088776,1358500
2016-08-18,179.699997,179.699997,178.580002,179.179993,162.463150,1087900
2016-08-19,178.660004,179.779999,178.080002,179.610001,162.853073,1305300
2016-08-22,179.179993,179.589996,178.369995,179.070007,162.363434,1336400
2016-08-23,179.610001,180.539993,179.279999,179.770004,162.998154,1195800
2016-08-24,179.410004,179.960007,179.009995,179.410004,162.671738,1137100
2016-08-25,179.089996,180.320007,179.050003,179.580002,162.825836,840300
2016-08-26,180.190002,181.250000,178.919998,179.410004,162.671738,1324700
2016-08-29,179.860001,180.699997,179.279999,180.500000,163.660004,1051800
2016-08-30,180.720001,181.020004,179.589996,180.149994,163.342682,1039800
2016-08-31,179.490005,179.770004,178.580002,179.240005,162.517578,1636000
2016-09-01,179.309998,180.169998,178.800003,179.979996,163.188538,1095300
2016-09-02,180.529999,181.490005,180.089996,180.809998,163.941116,1319000
2016-09-06,180.559998,181.279999,179.880005,180.460007,163.623764,1328100
2016-09-07,180.039993,180.539993,179.539993,179.750000,162.979965,1133200
2016-09-08,179.190002,180.210007,178.940002,180.100006,163.297348,1424000
2016-09-09,178.889999,179.000000,175.639999,175.639999,159.253418,2083300
2016-09-12,175.000000,178.399994,174.690002,178.100006,161.483932,1913300
2016-09-13,176.830002,177.600006,175.949997,176.070007,159.643326,1864600
2016-09-14,175.960007,177.350006,175.199997,175.619995,159.235306,1864800
2016-09-15,175.529999,177.000000,175.360001,176.589996,160.114822,1663800
2016-09-16,175.880005,175.949997,174.389999,175.059998,158.727539,3358800
2016-09-19,176.050003,177.949997,176.050003,176.720001,160.232681,1754900
2016-09-20,177.710007,178.500000,177.330002,177.600006,161.030579,1598600
2016-09-21,177.880005,179.800003,177.500000,179.589996,162.834915,1760000
2016-09-22,179.830002,181.660004,179.649994,179.850006,163.070679,1849000
2016-09-23,179.399994,179.699997,177.190002,177.389999,160.840179,1911000
2016-09-26,176.850006,176.910004,175.800003,175.949997,159.534515,1821000
2016-09-27,175.610001,177.029999,175.580002,176.300003,159.851868,2433600
2016-09-28,176.779999,177.979996,176.690002,177.589996,161.021515,1694000
2016-09-29,177.479996,177.630005,174.869995,175.369995,159.008606,1853600
2016-09-30,176.580002,177.149994,176.089996,176.229996,159.788391,2419400
2016-10-03,175.330002,175.949997,174.399994,175.039993,158.709381,1785600
2016-10-04,174.589996,174.970001,171.199997,171.679993,155.662888,3166900
2016-10-05,171.660004,172.559998,171.339996,172.389999,156.306641,2305500
2016-10-06,171.929993,172.320007,170.600006,171.639999,155.626648,2273400
2016-10-07,171.899994,171.940002,170.039993,171.330002,155.345551,2249100
2016-10-10,171.839996,172.750000,170.940002,171.139999,155.173248,1936600
2016-10-11,170.240005,170.470001,168.690002,169.679993,153.849487,1998700
2016-10-12,169.600006,170.179993,168.889999,169.720001,153.885773,1554100
